Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2024-04;National;PARIS EST;STRASBOURG;;593.0;4.0;;84.0;46.24126984;;;70.0;82.99285714;;;54.0;103.5209877;;29.0;218.89587774190275;48.57142857;15.71428571;20.0;72.0439601026586;7.14285714
2024-04;National;PARIS LYON;AVIGNON TGV;163.0;459.0;0.0;;40.0;14.51333333;1.069426289;;46.0;42.01775362;5.148075527;;38.0;48.23640351;17.0;6.0;22.222222220000003;8.888888890000002;22.222222220000003;15.55555556;17.777777780000005;13.33333333
2024-04;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;N/A;167.0;1.0;;17.0;15.637254902000002;1.444678715;;16.0;33.46145833;4.309538153;;;42.45757576;;N/A;43.75;12.5;18.75;12.5;12.5;0.0
;National;PARIS LYON;DIJON VILLE;96.0;374.0;0.0;;38.0;14.25964912;1.351381462;;44.0;27.80340909;3.841399287;;30.0;;13.0;2.0;40.90909091;N/A;25.0;4.5454545500000005;72.0439601026586;
2024-04;National;PARIS LYON;MONTPELLIER;213.0;249.0;0.0;;29.0;15.77931035;1.598058902;;37.0;41.26036036;7.820682731;;37.0;41.26036036;124.67169657422514;6.0;35.13513514;16.21621622;10.81081081;21.62162162;5.40540541;N/A
2024-04;National;PARIS MONTPARNASSE;BSRDEAUX ST JEAN;;1029.0;0.0;;118.0;15.3161017;30.621657617690236;;;27.81684028;3.974311629;;65.0;34.68;19.0;;;15.625;;25.0;14.58333333;22.91666667
2024-04;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;181.0;218.0;0.0;;23.0;8.143478261;0.472629969;;23.0;31.52173913;;;18.0;;8.0;2.0;8.695652169999999;13.04347826;21.73913043;4.34782609;4.34782609;47.826086960000005
;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;69.0;526.0;1.0;;54.0;11.84907407;0.786952381;;57.0;16.76374269;2.545079365;;20.0;29.08083333;4.0;1.0;0.0;5.45454545;30.90909091;190.42008423241046;7.27272727;29.09090909
2024-04;National;PARIS NORD;LILLE;67.0;729.0;4.0;;51.0;11.96633986962745;0.5251954023137931;;84.0;16.682376283941178;2.4188275862257926;;27.0;29.15061728411112;5.0;46.45493474714519;2.4691358000000005;25.92592593;34.56790123333334;11.111111109999998;;17.283950613333335
2024-04;National;POITIERS;PARIS MONTPARNASSE;N/A;482.0;0.0;;255.0;9.340784314;4.825086987;;118.0;18.54449153;5.177000696;;45.0;31.22296296;14.0;;8.47457627;56.779661020000006;13.55932203;8.47457627;0.84745763;11.86440678
2024-04;National;;PARIS MONTPARNASSE;153.0;95.0;0.0;;1.0;N/A;-0.179298246;;7.0;N/A;N/A;;4.0;37.48333333;3.0;0.0;14.28571429;N/A;14.28571429;57.14285714;0.0;14.28571429
2024-04;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;66.0;538.0;1.0;;223.0;;2.815134459;;91.0;16.41373626;2.679612258;;23.0;36.72753623;12.0;2.0;4.54545455;218.65088787857883;38.63636364;14.77272727;3.40909091;17.04545455
2024-04;National;VANNES;PARIS MONTPARNASSE;168.0;289.0;0.0;;167.0;5.904191617;3.473529412;;37.0;39.03198198;6.055594002;;26.0;49.99102564;14.0;6.0;10.81081081;32.432432430000006;18.91891892;18.91891892;N/A;10.81081081
2024-04;;PARIS EST;FRANCFORT;230.0;2681.206158238173;6.0;;23.0;29.057971014000003;3.750813008;;25.0;49.73066667;12.45020325;;25.0;346.4742866898222;9.0;3.0;N/A;12.5;45.83333333;20.83333333;N/A;8.33333333
2024-04;International;PARIS LYON;LAUSANNE;232.0;166.0;0.0;;12.0;11.41805556;0.606425703;;16.0;35.13645833;4.319779117;;16.0;35.13645833;8.0;1.0;50.0;N/A;6.25;12.5;6.25;6.25
2024-04;International;PARIS LYON;ZURICH;245.0;139.0;0.0;;20.0;14.36666667;1.960791367;;22.0;33.76363636;6.98441247;;22.0;33.76363636;9.0;2.0;19.04761905;19.04761905;;4.76190476;23.80952381;4.76190476
2024-04;National;ARRAS;PARIS NORD;51.0;496.0;1.0;;;9.112359551;4.952323232;;157.0;345.3266769288485;7.43020202;;49.0;42.74183673500001;21.0;10.0;8.38709677;41.29032258;27.09677419;12.90322581;2.5806451599999995;75.91572970554272
2024-04;;LAVAL;PARIS MONTPARNASSE;82.0;286.0;0.0;;94.0;8.340070922;2.699823322;;41.0;24.22357724;58.473231348896356;;18.0;41.00555556;12.0;3.0;20.000000000000004;27.500000000000004;22.5;12.5;12.5;5.000000000000001
2024-04;National;LE MANS;PARIS MONTPARNASSE;60.0;;0.0;;174.0;9.294827586;;;63.0;;58.473231348896356;;27.0;43.11851852;14.0;5.0;16.666666669999998;15.0;25.0;23.33333333;11.66666667;8.33333333
2024-04;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;213.0;282.0;0.0;;179.0;11.09115456;7.107328605;;59.0;43.78107345;58.473231348896356;;59.0;43.78107345;23.0;7.0;11.86440678;18.6440678;32.20338983;18.6440678;5.08474576;13.55932203
;National;MARSEILLE ST CHARLES;LILLE;285.0;;1.0;;24.0;11.310416666666669;0.9658139535074418;;365.28344208809136;N/A;12.457519379561392;;41.0;44.24065040682927;18.0;7.0;21.95121951121951;19.51219512097561;N/A;7.317073168292683;4.878048778048781;14.634146344146345
2724-04;National;MARSEILLE ST CHARLES;LYON PART DIEU;105.0;463.0;0.0;;108.0;10.66296296;2.385493161;;98.0;27.31496599;8.834017279;;55.0;38.25090909;20.0;;16.32653061;24.48979592;34.69387755;13.26530612;2.04081633;9.18367347
2024-04;National;MARSEILLE ST CHARLES;TOURCOING;290.0;;0.0;;6.0;36.43888889;;;4.0;31.625;8.137931035;;N/A;31.625;2.0;0.0;0.0;25.0;0.0;0.0;25.0;50.0
2024-04;National;NANTES;PARIS MONTPARNASSE;134.0;650.0;0.0;;84.0;10.83015873;0.995942476;;38.0;34.46140351;2.422701592;;20.0;53.13666667;11.0;6.0;;19.44444444;22.222222220000003;19.44444444;11.11111111;2.7777777800000005
2024-04;National;PARIS MONTPARNASSE;;83.0;311.0;0.0;;45.0;19.80259259;2.481296892;;28.0;31.54880952;;;21.0;38.26507937;9.0;3.0;0.0;3.57142857;10.71428571;39.28571429;39.28571429;75.91572970554272
2024-04;National;PARIS MONTPARNASSE;QUIMPER;1702.5938009787928;268.0;2.0;;43.0;19.93449612;1.785025063;;21.0;27.97619048;2.640977444;;21.0;N/A;5.0;1.0;4.76190476;28.57142857;9.52380952;19.04761905;;19.04761905
2024-04;National;PARIS MONTPARNASSE;ST MALO;159.0;94.0;0.0;;7.0;11.54047619;0.445921986;;7.0;28.72619048;3.04787234;;5.0;34.43;3.0;N/A;14.28571429;14.28571429;14.28571429;42.85714286;14.28571429;0.0
2024-04;National;PARIS MONTPARNASSE;VANNES;162.0;276.0;0.0;;45.0;19.85296296;2.87928744;;32.0;32.890625;58.473231348896356;;26.0;37.51923077;11.0;3.0;6.25;18.75;18.75;28.125;15.625;12.5
2024-04;National;PARIS NORD;DOUAI;71.0;136.0;0.0;;12.0;11.80277778;0.660171569;;24.0;16.85138889;4.31372549;;8.0;32.94583333;4.0;0.0;0.0;39.13043478;26.08695652;13.04347826;13.04347826;8.695652169999999
2024-04;National;RENNES;LYON PART DIEU;236.0;90.0;0.0;;16.0;4.167708333;30.621657617690236;;10.0;N/A;3.484259259;;10.0;29.84166667;4.0;0.0;20.0;60.0;10.0;10.0;0.0;0.0
2024-04;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;278.0;211.0;0.0;;33.0;16.88181818;2.672432859;;33.0;52.43535354;9.64257504;;33.0;52.43535354;22.0;7.0;27.27272727;24.24242424;12.12121212;12.12121212;12.12121212;N/A
2024-04;;TOURCOING;BORDEAUX ST JEAN;300.0;30.0;0.0;;1.0;118.28872062060988;0.433333333;;3.0;;3.842777778;;3.0;24.76111111;1.0;0.0;0.0;66.66666667;198.7610364132147;0.0;0.0;0.0
;International;LAUSANNE;PARIS LYON;234.0;160.0;0.0;;86.0;2.08372093;1.354270833;;8.0;26.608333333000004;2.905625;;8.0;346.4742866898222;2.0;0.0;50.0;37.5;0.0;0.0;N/A;12.5
2024-04;International;PARIS EST;;191.0;;7.0;;872.2920065252855;47.48095238;2.8564655172000006;;15.0;39.20666667;8.629166667;;;346.4742866898222;7.0;1.0;N/A;20.0;20.0;33.333333329999995;6.666666670000001;13.33333333
2024-04;Internbtional;PARIS LYON;;408.0;58.0;0.0;;;20.68055556;1.882758621;;0.0;;0.0;;0.0;0.0;N/A;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04;National;AIX EN PROVENCE TGV;PARIS LYON;184.0;464.0;0.0;;290.0;7.939137931;4.744672426;;58.0;37.53649425;6.562670986;;56.0;38.43988095;20.0;9.0;18.96551724;25.862068970000003;27.5862069;12.06896552;10.34482759;5.172413790000001
2024-04;National;AVIGNON TGV;PARIS LYON;162.0;473.0;0.0;;N/A;9.648066667;4.809851695;;365.28344208809136;32.89240506;6.766772599;;54.0;42.00092593;124.67169657422514;10.0;12.65822785;22.78481013;;15.18987342;10.12658228;6.32911392
2024-04;National;BORDEAUX ST JEAN;TOURCOING;317.0;30.0;0.0;;6.0;4.8;0.74;;7.0;25.71428571;8.3;;7.0;;;0.0;0.0;N/A;57.14285714;0.0;0.0;14.28571429
2024-04;National;DOUAI;PARIS NORD;76.0;183.0;0.0;;65.0;7.0;2.832481061;;57.0;15.25994152;5.638257576;;17.0;28.49313726;5.0;1.0;8.92857143;42.85714286;30.357142860000003;10.71428571;;3.57142857
2024-04;National;DUNKERQUE;;132.0;2681.206158238173;0.0;;6.0;18.83333333;0.680722892;;;35.28950617;8.30562249;;16.0;50.53958333;9.0;5.0;11.53846154;53.84615385;23.07692308;3.84615385;72.0439601026586;
2024-04;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;79.0;2681.206158238173;0.0;;97.0;7.496907217;3.122245179;;34.0;20.14460784;3.486225895;;260.39253670473084;36.34230769;5.0;1.0;14.70588235;5.88235294;32.35294118;17.64705882;8.82352941;20.58823529
2024-04;National;LYON PART DIEU;;110.0;490.0;0.0;N/A;872.2920065252855;11.49209486;6.070756646;;86.0;36.18682171;7.821949557;;71.0;40.82089202;30.0;10.0;18.60465116;18.60465116;34.88372093;13.95348837;72.0439601026586;12.79069767
2024-04;National;LYON PART DIEU;MONTPELLIER;115.0;242.0;1.0;;158.0;8.982700422;5.981396957;;56.0;32.76666667;8.189834025;;39.0;40.87777778;14.0;6.0;19.64285714;14.28571429;32.14285714;14.28571429;8.92857143;10.71428571
2024-04;National;LYON PART DIEU;PARIS LYON;119.0;711.0;0.0;;282.0;6.989893617;2.895897797;;76.0;31.26995614;4.546530708;;45.0;43.44592593;N/A;6.0;;;26.66666667;20.0;10.666666669999998;12.0
2024-04;National;LYON PART DIEU;RENNES;236.0;90.0;0.0;;45.0;5.486296296;2.890555556;;5.0;28.013333332999995;2.892777778;;5.0;346.4742866898222;2.0;0.0;40.0;0.0;40.0;20.0;0.0;0.0
2024-04;National;MONTPELLIER;LYON PART DIEU;112.0;189.0;0.0;;30.0;15.07111111;2.422429078;;59.0;36.41186441;13.53492908;;32.0;55.63697917;14.0;6.0;20.33898305;20.33898305;33.89830508;6.77966102;6.77966102;11.86440678
2024-04;National;NICE VILLE;PARIS LYON;343.0;223.0;0.0;;872.2920065252855;6.321428571;0.03033033;;36.0;34.33101852;7.459984985;;36.0;34.33101852;14.0;4.0;16.666666669999998;44.444444440000005;19.44444444;8.33333333;2.77777778;8.33333333
2024-04;National;NIMES;PARIS LYON;179.0;221.0;0.0;;72.0;13.19282407;4.265158371;;35.0;57.79476191;10.66598793;;27.0;70.88209877;15.0;46.45493474714519;17.14285714;37.14285714;22.857142860000003;5.71428571;5.71428571;11.428571430000002
2024-04;National;PARIS EST;REIMS;46.0;232.0;1.0;;30.0;47.08388889;6.163492064;;31.0;51.58602151;7.401875902;;20.0;74.39916667;14.0;8.0;9.67741935;32.258064520000005;25.80645161;19.35483871;6.451612900000001;6.451612900000001
2024-04;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;171.0;188.0;1.0;;18.0;16.18055556;1.346613191;;31.0;25.57903226;6.935115864499999;;260.39253670473084;32.0575;7.0;2.0;6.451612900000001;N/A;41.93548387;9.67741935;72.0439601026586;75.91572970554272
;National;PARIS LYON;;77.0;210.0;0.0;;20.0;10.78916667;0.880238095;;28.0;16.33571429;2.957698413;;;31.3;2.0;46.45493474714519;7.14285714;17.85714286;35.71428571;25.0;7.14285714;7.14285714
2024-04;National;PARIS LYON;NIMES;181.0;229.0;0.0;;27.0;16.18518519;1.671906841;;27.0;345.3266769288485;5.42860262;;22.0;29.96363636;8.0;0.0;218.89587774190275;7.407407409999999;18.51851852;29.62962963;7.407407409999999;14.814814809999998
2024-04;National;PARIS LYON;TOULON;237.0;2681.206158238173;0.0;;25.0;20.25933333;1.615987654;;33.0;42.53585859;5.751234568;;33.0;42.53585859;;7.0;30.3030303;6.06060606;30.3030303;12.12121212;18.18181818;3.03030303
2024-04;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;96.0;529.0;0.0;;49.0;10.95986395;0.602709515;;49.0;25.49081633;2.754568368;;;35.85535714;9.0;4.0;25.531914890000003;10.63829787;31.91489362;23.40425532;0.0;8.5106383
2024-04;National;PARIS MONTPARNASSE;RENNES;103.0;786.0;0.0;;;14.620679011999998;30.621657617690236;;62.0;27.28951613;2.129770992;;260.39253670473084;31.341319444000003;16.0;3.0;12.90322581;9.67741935;12.90322581;33.870967740000005;20.96774194;9.67741935
2024-04;Natjonal;PARIS NORD;ARRAI;1702.5938009787928;503.0;0.0;;;14.472;1.060404241;;78.0;16.24252137;3.821438038;;21.0;35.57063492;8.0;;2.666666670000001;24.0;29.33333333;18.66666667;14.66666667;10.66666667
2024-04;National;PARIS NORD;DUNKERQUE;129.0;192.0;0.0;;21.0;118.28872062060988;1.218836806;;20.0;30.775;3.309895833;;16.0;35.25;6.0;1.0;0.0;25.0;40.0;10.0;20.0;5.0
2024-04;National;STRASBOURG;;336.0;56.0;1.0;;872.2920065252855;118.28872062060988;30.621657617690236;;5.0;72.60666667;6.801818182;;5.0;72.60666667;2.0;2.0;20.0;40.0;40.0;0.0;0.0;0.0
2024-04;National;TOULON;PARIS LYON;238.0;278.0;0.0;N/A;117.0;7.403418803;;;45.0;34.45777778;7.652937649900001;;N/A;34.45777778;17.0;5.0;17.77777778;;22.22222222;11.11111111;N/A;6.666666670000001
2024-05;International;BARCELONA;;413.0;64.0;94.94596247960848;;0.0;0.0;0.0;;8.0;0.0;7.6765625;;8.0;46.60416667;7.0;1.0;37.5;25.0;12.5;25.0;0.0;0.0
2024-05;International;PARIS EST;FRANCFORT;235.0;162.0;6.0;;19.0;7.916666667;0.841559829;;365.28344208809136;35.84095238;;;35.0;N/A;15.0;5.0;12.12121212;36.36363636;33.333333329999995;;3.03030303;6.0606060600000005
2024-05;International;PARIS LYON;GENEVE;191.0;243.0;0.0;;29.0;17.02356322;1.797325103;;;39.73405797;5.290329218;;23.0;39.73405797;13.0;3.0;18.18181818;36.36363636;9.090909089999998;0.0;27.27272727;9.090909089999998
2024-05;International;STUTTGART;PARIS EST;202.0;146.0;3.0;;124.0;5.896505376;4.640258216;;16.0;30.525;5.914553991;;16.0;30.525;4.0;2.0;12.5;12.5;25.0;31.25;6.25;12.5
2024-0K;;;PARIS MONTPARNASSE;95.0;566.0;1.0;;149.0;7.592953020100001;N/A;;50.0;24.986;2.548525074;;28.0;;11.0;N/A;14.28571429;34.69387755;22.44897959;6.12244898;2.04081633;20.40816327
;National;ARRAS;PARIS NORD;51.0;503.0;17.0;;227.0;6.855066079299999;3.229312715;;94.0;17.07606383;3.8704811;;260.39253670473084;346.4742866898222;124.67169657422514;3.0;9.890109890000002;28.57142857;42.85714286;14.28571429;4.395604399999999;0.0
2024-05;National;BELLEGARDE (AIN);PARIS LYON;161.0;;N/A;;71.0;;1.460092962;;29.0;35.35057471;4.833665339;;21.0;43.82698413;124.67169657422514;5.0;;41.37931034;31.03448276;13.79310345;0.0;0.0
2024-05;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;132.0;2681.206158238173;0.0;;36.0;6.893518519;1.03844086;;10.0;47.03333333;2.8640681;;9.0;50.70740741;5.0;4.0;40.0;40.0;10.0;0.0;0.0;10.0
;National;BORDEAUX ST JEAN;TOURCOING;313.0;30.0;0.0;N/A;4.0;118.28872062060988;0.267777778;;9.0;25.33333333;58.473231348896356;;9.0;346.4742866898222;3.0;0.0;0.0;44.444444440000005;22.222222220000003;11.11111111;11.11111111;
2024-05;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;174.0;215.0;1.0;;15.0;8.233333333;30.621657617690236;;14.0;27.70238095;;;8.0;38.2875;4.0;2.0;7.14285714;71.42857143;7.14285714;7.14285714;7.14285714;0.0
2024-05;National;LILLE;LYON PART DIEU;182.0;385.0;0.0;;214.0;7.939797507785047;4.453506493491688;;67.0;27.21218522878972;6.929956709996104;;47.0;33.23687943293617;16.0;4.0;11.940298507462686;13.432835821044776;20.89552239;31.34328358194029;16.417910447761194;N/A
2024-05;National;LYON PART DIEU;MARNE LA VALLEE;107.0;362.0;0.0;;275.0;N/A;10.07104052;;114.0;27.8755848;10.18669429;;79.0;34.36940928;25.0;8.0;7.01754386;23.68421053;36.84210526;15.78947368;72.0439601026586;10.52631579
2024-05;National;LYON PART DIEU;PARIS LYON;119.0;760.0;0.0;;279.0;6.480406213;2.519100877;;74.0;28.03941441;3.753881579;;55.0;33.23818182;16.0;6.0;12.328767119999998;N/A;9.5890411;10.95890411;17.808219180000002;N/A
2024-05;National;MARSEILLE ST CHARLES;TOURCOING;291.0;30.0;0.0;;872.2920065252855;12.15208333;2.977777778;N/A;7.0;33.85714286;11.58333333;;7.0;33.85714286;4.0;1.0;14.28571429;0.0;42.85714286;;14.28571429;75.91572970554272
2024-05;National;NIMES;PARIS LYON;179.0;194.0;1.0;;61.0;10.435245902000002;3.200518135;;28.0;32.11428571;58.473231348896356;;18.0;42.47685185;;2.0;14.28571429;39.28571429;14.28571429;190.42008423241046;7.14285714;14.28571429
2024505;;PARIS LYON;MULHOUSE VILLE;168.0;341.0;0.0;;872.2920065252855;14.324031008000002;N/A;;26.0;29.13397436;2.964516129;;17.0;37.47156863;8.0;3.0;34.61538462;N/A;7.69230769;7.69230769;23.07692308;15.38461538
2024-05;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;145.0;1029.0;1.0;;103.0;10.18656958;0.545525292;;N/A;19.62054795;2.258592737;;37.0;25.57252252;8.0;46.45493474714519;1.36986301;26.02739726;28.76712329;21.91780822;N/A;8.21917808
2024-05;National;PARIS NORD;ARRAS;49.0;507.0;11.0;;30.0;17.657222222000005;0.701310484;;33.0;27.29343434;2.848622312;;16.0;46.84895833;8.0;4.0;3.7037037;18.51851852;14.814814809999998;11.11111111;37.03703704;14.814814809999998
2024-05;National;RENNES;PARIS MONTPARNASSE;101.0;813.0;1.0;;264.0;9.220959596;2.995340723;;65.0;27.69384615;3.20704023;;55.0;30.29424242;14.0;46.45493474714519;20.0;32.30769231;6.153846150000001;21.53846154;4.61538462;15.38461538
2024-05;National;ST MALO;PARIS MONTPARNASSE;153.0;100.0;0.0;;4.0;20.57916667;0.627833333;;7.0;30.06428571;3.551333333;;6.0;32.65;1.0;1.0;14.28571429;14.28571429;0.0;42.85714286;0.0;28.57142857
2024-05;National;STRASBOURG;NANTES;335.0;57.0;0.0;;7.0;4.7;0.640350877;;0.0;0.0;58.473231348896356;;0.0;0.0;0.0;0.0;0.0;0.0;198.7610364132147;0.0;0.0;0.0
2024-05;National;;BORDEAUX ST JEAN;298.0;30.0;0.0;;1.0;1.2;0.065555556;;2.0;57.41666667;2.226666667;;2.0;57.41666667;1.0;1.0;218.89587774190275;50.0;0.0;50.0;0.0;0.0
2024-05;National;VANNES;PARIS MONTPARNASSE;168.0;287.0;0.0;;144.0;5.657407407;2.903948897;;29.0;30.122413793000003;4.051219512;;26.0;32.11217949;8.0;2.0;20.68965517;37.93103448;6.896551720000001;20.68965517;6.896551720000001;6.896551720000001
2024-05;International;;PARIS EST;231.0;160.0;4.0;;90.0;4.662777778;2.833442266;;37.0;31.441441440999995;11.19891068;;37.0;31.441441440999995;124.67169657422514;;2.7027027;16.21621622;37.83783784;21.62162162;8.10810811;13.51351351
2024-05;International;0TALIE;PARIS LYON;551.0;18.0;0.0;;7.0;2.321428571;1.073148148;;2.0;29.85833333;4.898148148;;2.0;29.85833333;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2024-05;International;;PARIS LYON;245.0;181.0;0.0;;57.0;1.568128655;0.98747698;;11.0;49.79848485;4.555985267;;11.0;49.79848485;N/A;3.0;60.0;30.0;10.0;0.0;0.0;0.0
2024-05;National;ANGOULEME;PARIS MONTPARNASSE;131.0;234.0;0.0;;179.0;N/A;5.682834758;;32.0;33.05520833;5.693447293;;18.0;48.5212963;10.0;1.0;0.0;40.625;18.75;25.0;3.125;12.5
2024-05;National;ANNECY;PARIS LYON;227.0;165.0;0.0;;5.0;17.8;0.539393939;;;37.75833333;5.282222222;;12.0;37.75833333;5.0;3.0;;41.666666670000005;33.333333329999995;0.0;8.33333333;0.0
2024-05;National;AVIGNON TGV;PARIS LYON;162.0;;0.0;;260.0;10.19320513;5.265205843;;108.0;;58.473231348896356;;79.0;40.80991561;30.0;13.0;12.96296296;37.96296296;21.2962963;;4.62962963;12.03703704
2024-05;National;BREST;PARIS MONTPARNASSE;232.0;270.0;0.0;;19.0;4.168421053;0.298209877;;16.0;28.17291667;58.473231348896356;;16.0;28.17291667;3.0;1.0;18.75;37.5;6.25;18.75;0.0;18.75
2024-05;National;GRENOBLE;PARIS LYON;179.0;204.0;0.0;;9.0;13.66666667;0.602941177;;43.0;27.43565892;7.383333333299999;;N/A;31.13921569;12.0;2.0;;44.18604650999999;23.25581395;4.65116279;72.0439601026586;4.65116279
2024-05;National;LE MANS;PARIS MONTPARNASSE;60.0;437.0;1.0;;N/A;6.750514403;2.517013889;;59.0;345.3266769288485;2.869791667;;24.0;35.67361111;9.0;3.0;12.06896552;31.03448276;20.68965517;18.96551724;6.896551720000001;
2024-05;National;LILLE;PARIS NORD;69.0;N/A;9.0;;;8.230050505027272;1.4380196194954613;;70.0;18.046818181818185;2.597179403314977;;30.0;31.082777777666667;6.0;46.45493474714519;10.183150184285712;24.65201465;37.76556776571429;11.575091575714284;8.68131868;7.142857144285715
2024-05;National;LYON PART DIEU;MARSEILLE ST CHARLES;110.0;500.0;0.0;;872.2920065252855;13.22698962;7.749133333;;138.0;34.30845411;10.882;;103.0;41.57491909;124.67169657422514;23.0;15.2173913;21.73913043;25.36231884;19.56521739;5.79710145;12.31884058
2024-05;National;LYON PART DIEU;MONTPELLIER;115.0;211.0;0.0;;137.0;9.057177616;5.976698262;;40.0;27.98375;6.537756714;;32.0;31.628125;;2.0;15.0;22.5;40.0;10.0;7.5;5.0
;National;MULHOUSE VILLE;PARIS LYON;169.0;344.0;0.0;;163.0;4.212372188;2.027955426;;25.0;41.66333333;3.6901162791000006;;19.0;50.31754386;8.0;7.0;41.666666670000005;25.0;25.0;0.0;0.0;8.33333333
2024-05;National;NANTES;PARIS MONTPARNASSE;133.0;656.0;1.0;;;10.50329861;1.130763359;;47.0;28.80177305;2.464122137;;31.0;36.62688172;13.0;4.0;12.765957450000002;36.17021277;19.14893617;6.3829787200000005;4.25531915;21.27659574
;National;PARIS EST;METZ;85.0;279.0;1.0;;25.0;12.74333333;1.212529976;;23.0;22.2115942;2.694844125;;10.0;38.62666667;124.67169657422514;1.0;10.0;5.0;20.0;30.0;25.0;10.0
2024-05;National;PARIS LYON;AIX EN PROVENCE TGV;184.0;502.0;0.0;;49.0;18.76020408;1.580776892;;55.0;36.44090909;5.089840638;;55.0;346.4742866898222;23.0;N/A;16.36363636;29.09090909;12.72727273;25.45454545;9.09090909;7.27272727
2024-05;National;PARIS LYON;BELLEGARDE (AIN);162.0;2681.206158238173;0.0;;29.0;17.02356322;1.756854839;;35.0;28.85142857;N/A;;22.0;37.11439394;10.0;2.0;11.428571430000002;218.65088787857883;22.857142860000003;2.8571428600000006;28.57142857;5.71428571
2h24-05;National;PARIS LYON;GRENOBLE;179.0;219.0;0.0;;872.2920065252855;12.24019608;0.723287671;N/A;N/A;28.66176471;5.621004566;;22.0;37.15909091;12.0;1.0;24.24242424;218.65088787857883;21.21212121;6.0606060600000005;12.12121212;9.09090909
2024-05;National;PARIS LYON;LYON PART DIEU;119.0;715.0;1.0;;67.0;14.29925373;1.12184874;;37.0;32.8445946;1.786344538;;;35.9625;124.67169657422514;1.0;18.91891892;13.51351351;16.21621622;18.91891892;16.21621622;16.21621622
2024-05;National;PARIS LYON;MACON LOCHE;93.0;228.0;0.0;;26.0;13.554487179000002;1.3241959064000002;;;26.93416667;4.726973684200001;;15.0;31.49111111;6.0;;0.0;21.05263158;15.78947368;21.05263158;21.05263158;21.05263158
2024-05;Nationml;PARIS LYON;VALENCE ALIXAN TGV;N/A;411.0;0.0;;46.0;15.61231884;1.438442822;;40.0;31.42916667;4.183901054;;25.0;42.72066667;15.0;6.0;22.5;20.0;22.5;12.5;N/A;10.0
2024-05;National;PARIS MONTPARNASSE;BREST;237.0;255.0;0.0;;22.0;16.54166667;30.621657617690236;;14.0;30.39285714;;;14.0;30.39285714;N/A;1.0;7.14285714;14.28571429;7.14285714;50.0;7.14285714;14.28571429
2024-05;National;;LAVAL;;318.0;1.0;;872.2920065252855;24.67795699;1.969348055;;23.0;35.97101449;2.948948475;;9.0;346.4742866898222;5.0;4.0;8.695652169999999;4.34782609;21.73913043;34.7826087;17.39130435;13.04347826
2024-05;National;PARIS MONTPARNASSE;LE MANS;62.0;N/A;1.0;;38.0;23.97105263;1.858048781;;37.0;28.7536036;2.186097561;;16.0;54.296875;11.0;4.0;8.57142857;14.28571429;198.7610364132147;37.14285714;5.71428571;8.57142857
2024-05;National;PARIS MONTPARNASSE;POITIERS;99.0;587.0;0.0;;51.0;16.77026144;1.025865985;;57.0;22.563157895000003;3.008177172;;27.0;34.67222222;10.0;3.0;7.27272727;16.36363636;23.636363640000003;23.636363640000003;12.72727273;16.36363636
2024-05;;PARIS MONTPARNASSE;ST PIERRE DES CORPS;69.0;533.0;0.0;;49.0;13.45986395;30.621657617690236;;55.0;17.57484849;2.429143215;;17.0;36.48921569;10.0;2.0;11.11111111;14.814814809999998;;22.222222220000003;9.25925926;11.11111111
2024-05;National;PARIS MONTPARNASSE;VANNES;161.0;278.0;0.0;;31.0;27.46935484;30.621657617690236;;34.0;40.20588235;5.956834532;;26.0;48.53846153799999;15.0;5.0;15.15151515;27.27272727;15.15151515;24.24242424;15.15151515;3.03030303
;National;PARIS NORD;DUNKERQUE;129.0;193.0;5.0;;10.0;14.10166667;0.3601063829999999;;9.0;28.666666667000005;1.247340426;;7.0;33.28571429;2.0;;0.0;22.222222220000003;11.11111111;22.222222220000003;22.222222220000003;22.222222220000003
